PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
6.079759311498321,0.2084244597892869,-0.39064220845743874,-1.8062578017531132,1.3913564249217616,-1.9983200445841098,-0.7690416686114727,1.202282035220673,3.0795015532767405,-1.4818164089006116,-0.6325539564555303,-0.44371118150137223,-0.06982820608741086,-1.1430113577446024
-2.308787302438561,2.851512997398328,2.443523763202153,1.1820667862418073,-0.5442291609555477,0.8817464633956519,-1.9835693906962677,0.4515307930272348,0.11790858873648499,0.04437122030270258,-1.3408088733223982,-2.493954539398946,0.25862586086549855,0.18951528437984622
-1.7619707496142565,1.1020038869547641,-0.5604993798915686,0.6100053780313549,-0.19645348337478333,-0.20039310511574693,0.18940584874294192,0.12497772017114273,-0.041854944235489945,-1.5316831049001254,0.9746494480832354,0.4555281947250537,0.8525319735359779,-1.0559327771721156
-1.8064431934736314,-0.49621546269566896,1.1474222127693883,1.7151756924637978,-2.454675777197681,0.7969002717305113,-0.7438305568035055,-2.6440943720319305,0.501729411167013,0.6924317148474862,-1.790796832366339,-0.027490341464643023,0.35315806947014655,-2.1290156124081787
-1.9866273960932417,-5.082444291217792,8.836423835804336,0.25123152370529916,3.096943743157719,-0.5774879088521222,1.65903387525383,2.525567538474307,-0.7231337034564317,1.196523128873548,2.758446963675364,1.1789627090177537,-0.32429032211402326,-0.24578152866749747
-2.014574468219632,1.6560093144397527,1.5653021683306545,1.091937852541426,-3.0767197490346554,-0.8355885005196196,0.0035213055377713524,-1.1117412863117735,-0.52009215499796,0.9627934182786155,-1.1561003031005965,-1.4104521733720634,-0.9955274126868554,-0.947890502283582
-0.9396532521605359,-0.40582564500709517,1.5231564207483086,1.5314972005223737,-1.7723026312496617,0.8751312805592709,-0.053420793790056015,-2.850384472462789,0.7337193718264705,0.48205859711426335,-1.6462326952894661,-0.007479639188842282,0.18287559728569658,-1.922111104610905
-2.6450250177298393,2.2132551007355494,0.29168375708394856,0.2748946126463624,0.18607611679777616,-1.6280613539503783,-1.3585228316993432,-0.44987842611348505,-0.6480570254764231,-1.0130089168167067,0.2748467840425956,-0.5183017693464466,0.1516578396061499,0.7735349154598194
-1.2707559031502744,1.3518413412887513,2.1728254346254885,1.0454495813247107,-2.4081377505976187,-0.7916095180073915,0.7346957886809623,-1.103986552186709,-0.24933960529976196,0.5726333160657104,-1.0311622985337723,-1.4233809771210568,-1.216964668295813,-0.8785523262794578
-3.0939008466489697,2.1944642772799936,1.9548024424131976,1.1835943166900234,0.6642173474308275,0.4453235172084013,-1.8743233131278951,1.098810704201084,0.2095495673172058,-0.5174275549324419,-0.6687416775524893,-1.3978806904281944,-0.050535140595916545,0.9878700552107359
