PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
6.08150596794944,0.7427237467312978,-0.16569485831600145,-1.0825267078905543,-1.1394893791154206,3.1128221421824662,-0.5987789346768511,-0.5640834242976573,1.8506958871212813,-1.24128338799262,-2.1217236117331657,-0.4983176953866156,-0.04824276606361502,-0.8860438856967598
-2.757658022604275,3.1980322240893373,1.2769274294860498,0.4108439395498591,0.9330865420768326,-0.7211846534658236,1.7781087327962866,-1.3677777861852243,-1.1656910093798278,0.1783932178123802,-1.906382155146303,-2.0827228943112712,0.21850229861914416,0.08727915226067265
-1.9938715880309832,1.0933684208089625,-0.6458763303269041,0.8845564559113684,-0.15681648968384146,0.15645223339199313,-0.22334827933410428,0.11221921669843996,0.43620231139752413,-1.5913762175257709,0.8958794584745167,0.18103506020841942,0.868707746974657,-0.9812783411652506
-2.021356991776611,0.18539967266755686,1.5703076690491657,2.297105958133439,-0.8823957211129123,-1.5289501309314408,0.9612722765945755,1.8304172964294658,-1.937247092147074,0.8216904772640872,-1.7924949975603894,0.4161308400055493,0.3266380254621466,-2.1496863172716525
-2.1330289870598844,-2.3270272941924017,9.731132522721824,-1.7774745375175285,3.1501859931107625,0.9845894015807776,-1.442653199579421,-1.3954695275121183,2.29523285408828,0.9740867865218711,3.167224868145414,0.4738426785601144,-0.27954821637726857,-0.08934110968164714
-2.37758246388257,2.093087877189335,1.0830595561946867,1.4659902327678653,-1.1299325990478228,-1.9201817119523115,-0.9227312758314883,-0.08227520820288116,-2.1892750481773895,1.027175968443571,-1.1641792873191679,-1.030650400256694,-1.030154945625706,-1.0109895227671426
-1.1821178228559697,0.43431113181785075,1.8725894712731626,1.83142252308854,-0.40010345778529877,-1.387515947186891,0.6156865309511115,2.4090141439451336,-1.4795522047103995,0.6129124345222996,-1.7266489052706677,0.3905648110228434,0.15964731129853502,-1.9442873702903132
-2.966148830926255,2.123164753053353,-0.3742581451391858,0.2790038465693958,-0.008684833124775398,1.330482116293963,-0.2830706380043744,-0.6336364018755698,-1.6267820385846417,-1.037381747765901,0.16820852649349288,-0.5728178110511698,0.15306175131840755,0.7782565429635603
-1.642969113537028,2.039091310806262,1.7355554171401986,1.1184614072845107,-0.5853256566540984,-1.8001654239226568,-1.3254760854578234,0.3305537811742499,-1.5931764317614447,0.6424544591322454,-1.1458714845949092,-1.0843792938056047,-1.2489463023859542,-0.9397687529661821
-3.460845383076309,2.3845038331854456,1.0241075511677198,0.30921820898875796,1.443946613225434,0.3839340019078055,1.5145557531354858,-1.626465713493628,-0.33568334599825234,-0.43196850635627954,-1.1366154241053823,-1.2151287794934331,-0.06571043457621473,0.9485421904179762
-2.7803628394854782,1.163997013419233,2.50354429805613,-0.1839390514712473,-0.30439275477708105,0.2739173897998283,-0.6997957525942534,-0.1440433372969986,-1.6904324742202466,1.0601800860933717,-1.029344617159718,-1.2890320355223504,-1.0271165511536124,-0.08657639452675046
-1.1727608060160084,2.2980247097331534,1.5993068568685702,0.7875836910426769,-1.2087193022893903,-1.5582616170898647,-0.8573686281224249,0.31868859685339096,-1.9129018460231488,0.8163877353559768,-1.664214039675636,-1.6783527448512114,-0.7088934526126497,-0.4273106676903862
-2.900167761710314,2.100181964314456,-1.0186236910590925,0.05397508175559053,0.8865043685896686,0.1421771535856768,2.151150189102828,0.009342570410525443,1.3785732239915958,-0.6750573323659579,-0.3296788350459532,-0.38421979305295983,0.5611871232552483,0.3410016652898693
-2.6247842533225443,2.397069031959533,-0.30896247528317133,0.2832528979666119,0.3716456036652307,1.1861742763051917,-0.5942874166773683,-0.5470487643660887,-1.4857959492971238,-0.7413191385730614,0.5445558358596474,-0.09207181949030367,0.2708980958370715,0.7876144295198018
-1.5057502952960207,-2.33764092816221,5.477201840541568,0.723605166037233,1.750013410257806,1.185502247741065,-0.2665620433700709,1.0808198798519304,1.3087016320793334,-1.0433713945731375,0.39984026123695066,1.5410088938708115,0.1016054103494961,0.644453699619804
-2.98174458754213,-2.0235846520147045,4.900317015764544,-0.3149241855234661,0.8135327024907854,0.9553228029407844,-0.8292399186976214,-0.9083720333896921,1.8053689133229085,-0.10951508750557876,1.5106717532717229,0.3469271138358266,-0.08712497349611979,0.18741653468325647
-2.9041632619672666,1.7761201822903931,2.9910856098234286,-0.4533653674776079,0.005547371318663802,-0.5363358404979038,-0.694537260462999,0.5255134991098308,-2.3118855028231846,1.7316722956673167,-1.264039852258428,-1.7486298541329492,-1.4023260549907912,-1.1602070045569293
-2.9752012276686894,0.1985733393404221,0.9783191029567719,0.9830269414757701,0.2922055097873893,-0.7701143477556175,1.3811657982666379,-0.7779579260227946,1.9494635838369185,0.4277862441178725,-1.0032757699927923,-0.09584074237531112,-0.7707235516856604,-0.452549359330463
