PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
5.333062625053755,0.783550090190174,1.4672894825079434,-1.5945432270496214,0.5418639278176691,-0.6527552888222836,-0.31059843845078505,-0.29801540838013807,1.606685021116668,1.9998143368438683,-2.443197147488693,-0.605018736184194,1.5284454132963206,-0.9304607850750283,1.6444945255443477,3.9016899997695647
-4.1447400727494115,2.955158590314978,1.7580877492239548,-0.5628220736855662,0.3663219051871749,0.6153164789955767,2.0663630925261742,-1.6337521553612042,-1.521903806993626,2.7912814594851727,-1.3504472617236503,-1.6873319185331588,0.5138083608617009,0.3866770474700017,0.49971458537752067,1.696084076944842
-2.9658217655098835,0.9426718075896378,-0.27008072048969467,0.06554025298855516,0.9888901007698124,-0.14072027459066258,-0.07983983699319781,0.02764534609814586,0.4316981234621547,-0.18582136953407738,-1.0752990352437586,-0.6822673482507124,1.0438700724364085,-2.031053942017323,1.3221191608268652,0.8385681998785544
-4.299530087206967,0.2819503996327449,1.8760003083539436,1.9681371016519345,1.7360756436810403,-0.6572567121050907,1.1858677742530743,1.483691443883374,-1.5295483249747968,0.6543144013502596,-1.3457555308386604,1.3809075846517154,-0.29158015531440723,2.0925823740969967,3.118664601199872,0.7232548707829941
-3.757475793012962,-2.4798968069878327,9.702288906803846,-2.059507691358006,-1.8695086387205582,3.267182459429136,-1.4606626553763364,-1.2761677013738932,2.1652433996397256,-1.1646060444780646,2.558396663524485,-0.4226587071774115,-0.42581761425681364,-1.726319825009108,0.4634761783315291,0.34570633563949565
-4.751437957438169,2.2004826006029865,1.2820530449852288,1.705602478966872,0.9535895021519576,-1.0160027494690476,-0.6042096271028708,-0.48887121601360234,-1.7996478358078039,0.1622491808263026,-0.9705898399127638,0.03612890622964311,-1.6839836358034006,2.744613404546964,2.2047450935779715,1.546761323884494
-2.819742530631484,0.39377149256312416,2.391402238067478,1.4377208899856382,1.3023966585049105,-0.6431859855634691,0.7897335601626139,1.9641856460976035,-1.3342149397658207,2.034798963737089,-1.2931478679725024,0.9165896956318654,-0.14265501157929092,0.3927483405725866,2.341610703144689,0.1607791696528371
-3.894758320195699,1.9093875102738243,-0.21633514200033943,-1.2066746763191276,0.8631539308719761,0.2597614915761873,-0.25892386458556543,-0.3358446798184295,-1.7255618540216706,-0.13594460372917883,-0.8441279897833884,-0.9823993742940539,0.6497388455181975,-0.7687230534080365,-0.3596293340722976,1.6218977712990843
-2.6220799400877235,1.9155228773072153,2.0287208903931004,0.5857933955380733,0.7171044450410581,-1.0480990412319546,-1.0928750452822371,-0.2448765328638094,-1.6044723656866096,2.139845243742953,-0.9779021434418216,-0.6187563842168083,-1.5621011333894927,0.2754046555328749,1.2469970136215285,0.639167858810369
-4.320620443652307,2.218303102671539,0.8622693800560425,-1.0474824824663853,0.39782610775481575,1.6705922176761323,1.5877983577442245,-1.5634024913717408,-0.5430000580812282,0.6922135001757361,-0.9117023087584348,-0.9388521985570718,0.2575002225899608,0.7407590612263166,-0.726853066712719,1.1445654044598623
-3.4953287686900385,0.9685594065884248,2.4231609644861027,-1.451372692322407,0.21365774024785017,-0.2507504940153247,-0.6680615958832204,-0.16022069659971583,-1.7781223972743423,1.388363221645917,-0.09590098908209937,-0.7082690408739527,-1.0367521336943712,1.040345204842447,0.3557274637701158,0.9306883985104508
-2.348562694826225,2.20727411076873,1.961141741755761,0.5409966754954145,0.5819544788543084,-1.6282961702877967,-0.6468322859013955,-0.11799441645642593,-1.9292583400325747,2.181338478303639,-0.9497428494471633,-0.9571537508518585,-0.8862031881126478,1.1495719456561202,0.7573467115863117,0.5196110145284442
-3.5140897781250717,1.9261773546388317,-0.9841416337084652,-0.578970348559153,0.1257639131394126,0.8645264175185703,2.238894519114031,-0.058796501834984055,1.214211497567414,0.8239832066406287,-0.6681873944043834,-0.6277423666122913,0.8578109306625961,-0.6873670355021219,-0.17029830728220366,0.7784205259009289
-3.4142532119238376,2.2366547420012934,-0.27772285839511746,-0.895426310708925,0.6516091915192457,0.6090299148806696,-0.6186380253887329,-0.2546886114924031,-1.548735049674903,-0.4960840035939227,-0.31768836724497385,-0.5219817925986024,0.602874500766304,-0.7717663191796706,-0.39981230919733396,1.2966870272834419
-2.724998279611829,-2.4082693807742275,5.519566667271074,-0.5853841875041306,0.6386843848555772,2.2016803248088666,-0.35359260403586146,1.182192261416377,1.3992532049042152,-0.7255689413000451,-0.500163225973881,1.0510355265871025,0.4304082064975542,-1.113543860825608,-0.5885276679229665,0.49638691444743005
-4.132361916992695,-2.128270163735993,4.646655261796397,-1.418033656742979,-0.05165491735043388,1.3434091376532855,-0.8341570447820401,-0.7738491302402523,1.8778429254394686,-1.4598819369323421,0.7786811778252206,-0.05541814050788051,-0.11958607881596874,-0.3672017368384934,0.2163166060691627,0.796265116431154
-3.8948377147487627,1.6062867292701783,2.928247212456116,-1.0582997230822806,-0.3717201310591725,-0.18271214663079016,-0.6092375053726002,0.3159756963117278,-2.3275007359450357,1.9665618143045933,-0.06084369958395578,-0.8607576718063514,-1.7770953732863524,1.5853572283149855,1.5302829391358304,0.7045229398326268
-4.034048831527814,0.11004593322881352,0.9402698708039988,0.06762450965698062,0.8183437391053014,0.45412155971594487,1.5769634659033802,-1.111847057144132,1.893194336915975,0.9881453104469768,-0.4594575665891054,0.32073890743368977,-0.7919868859684684,0.6780060162853343,0.6167978093586793,0.5560239174171308
-4.222805433461735,-1.184778820069032,4.880275896161692,-1.546322413832482,0.4480912831394579,1.837204994306489,-1.699275480013336,-1.8126868842290036,0.33160463436759385,-1.4730608424904568,0.5463558033960412,-0.002563250367043946,-0.8662762728234747,-0.03902929089400077,-0.9458645012286716,1.1654958779105329
-3.676244774121618,1.1333783791539684,1.190422200192897,1.3573420255043713,0.36756953213814847,-1.628656893207967,0.12517502861869406,0.7147494291969392,-0.17906222701496838,0.8597291339764296,-0.8438182311696084,-0.36761798105121296,-0.9552503994724101,1.644285383786213,2.8002255856114107,0.48773245736014964
0.3763198626185069,1.610055939281205,1.3996508808066295,0.7486805228098012,1.7868931555193772,-1.2781595224043807,-1.516236000003554,-1.1594967686556588,0.004541931827242365,0.8454559352849591,-1.3728089671405626,-0.2021752484434306,0.4276918125682052,-0.40177705807020236,-1.008248650633176,0.9572797857252624
-4.084365407487829,-0.07403499959196388,1.3685897590070688,-0.032259148618057155,0.6365249526395041,0.6042571982104322,1.4607541034143563,-0.9269584580180692,2.1823038042386846,1.1491619496239267,-0.6898175762169796,0.11305917942823031,-0.8158608892690817,0.37531733894007857,0.44561239557284793,0.8133776387892947
-2.9422532901309566,-2.619119482194756,4.309338586061187,-1.0865263563355605,-0.7133278656358156,1.5325567378674092,-0.9628792176751049,-1.440705081289116,1.1871521576393445,-0.8742528514797422,1.2489422218604516,0.18675766933227303,0.2605716401448674,-0.8155192352146926,0.13988457862892875,0.6574427524486081
-2.9242307843624538,-1.8299110848710243,4.806970509143126,-1.3209201353611644,-0.14133478817671696,1.2144064510005859,-1.0748522045993913,-0.6867474613287089,2.027520101414241,-0.9485925955992591,0.8395210755144283,-0.1092968427265649,0.09693545814420082,-1.006151459278661,-0.11111828000876563,0.46602249560144365
-4.882740585440681,2.337314205544561,-0.7409157316220851,0.24006946578266256,1.2144181630161746,2.0352772418454292,1.037627556262684,-1.8484558631690462,0.1370232871438847,-0.6760427406509794,-1.2597525040996946,0.1020945924796556,-0.7715919683419022,0.3035442745669029,-0.18118146467381976,1.2243717259966995
-2.5289482467215265,-2.4063443151587394,5.428205052200679,-0.6675866190683875,0.6398114747576723,2.2153374547853057,-0.37808921061671324,1.1879764478541741,1.399572579612933,-0.7802251259151575,-0.45025935357362135,1.0705596739019623,0.393460322628846,-1.0701768869886352,-0.6743216099597015,0.2809497036137982
-3.266303611040943,1.1769958489239207,2.875233757850968,1.295616698690864,-0.15736246906513895,0.5367708794442452,1.4426977423163023,-0.8709837930770148,1.5114718311741204,1.4231294192230042,-0.3993095251364386,0.0222233518649426,-1.0399303989818927,2.2141468505770012,2.0367628121174124,-0.22633364369891398
-3.881271439736614,-1.36902616876686,2.183053350908581,-1.2038340262246865,1.0287167773297565,0.5104324947064734,0.9663789680371595,2.1596827896546174,-0.5269866740850023,0.37735440255780217,-0.5419778324734487,1.0497580082201576,0.6792864965044506,0.6280950540020362,0.07102128469936345,1.1595811856217035
-2.6542800359584975,-2.487625325661979,2.9503767561518375,-0.34680871439635036,0.2249013281500092,2.005799025124973,-0.3456769149566117,-0.507527535048381,-2.518650417641514,0.4921535724565641,-0.924694668956574,0.9857550078556554,0.06874176752379006,0.3536016059897641,-1.1867070431136708,1.0729420856646033
-3.8819380589377706,-1.2543506936142665,2.2450822445704848,-0.8108181154340279,0.7426332988180108,-0.28504482455760716,-0.342016321447784,-0.2992504551439659,0.9859409923972192,-0.10439180426464742,-0.2358532830337434,-0.21494238162542265,-0.11099982092058606,0.03865113252268243,0.9105540239767348,0.8460136546239617
-2.957100783567912,0.9601778463296715,1.1942338041079352,-1.1497332318934188,0.587402830700531,-0.5644686884721173,-0.8691972020703107,0.1305583715097186,-0.93378202789955,0.8547386821708167,-0.5774080958864075,-0.5611129266663035,-0.5467588674680596,0.4925702696536107,-0.9854947830494616,1.37897705686035
-3.657432753086625,-0.36847796040721553,1.8219759137457,-0.4332055411027992,0.7481950137086113,0.6491554517441354,1.487478645333533,-1.4275518855818905,2.018160045249802,1.1828042862087926,-0.2980529678358137,0.0935822486822241,-0.5161027769501259,0.29794447145528924,0.2707974519103432,0.3225322771281534
